ID	Abstract
105	Strong correlations between electric systole (QT time) and calcium-serum concentration can be statistically secured. In this context, all-transistor direct-printing electrocardiographs were used for indirect determination of calcium concentrations with the view to assessing QT time. The approach is described with reference to the need for safe and independent diagnosis of hypocalcaemic hysteroparalysis in concomitance with parturition against the background of industrialised cattle farming. 
106	Under study were the neurons of the cerebellum cortex of adult cats after a right-side transection of the vagus nerve cranially to its ganglion. The neuron structure was studied in frontal 10-20 mu thick paraffin sections stained with thionine after Nissl 1, 2, 10, 20 days and 1, 2, 3 months after operation. Pathomorphological alterations of neurons were revealed in all layers of the cerebellum cortex. The alterations were of bilateral character, but were more pronounced in the operation side. 
107	Diethylstillboestrol, a synthetic and carcinogenic hormone, binds to DNA as a result of incubation with a liver microsomal preparation in vitro and on incubation with primary mouse foetal cells in culture. Enzymic digestion of DNA samples thus prepared gives several covalent deoxyribonucleoside-diethylstilboestrol products from the microsomal system. One of these is produced in small but significant yield in the tissue-culture system. 
108	Experiments were conducted on rabbits immunized intraperitoneally with corpuscular typhoid vaccine; the number of antibody-forming cells in the spleen proved to increase after tha administration of bacterial lipopolysaccharide (LPS)--pyropeneal, and endogenous serum pyrogen (EPS) together with theopylline. The data obtained indicated that the adenylcyclase system played a certain role in the mechanism of the stimulating action of LPS and EPS. 
109	One hundred and seventy-seven plant extracts, representing 163 species of plants and/or fungi, were evaluated in rats to determine their antiinflammatory activity using the carrageenin-induced pedal edema assay. Of the 163 species of plants and/or fungi tested, 17 exhibited between 30--39 per cent inhibition of inflammation, 21 between 40-49 per cent, 15 between 50--59 per cent, four between 60--69 per cent, and two gave greater than 70 per cent inhibition of carrageenin-induced pedal edema. 
110	Out of 51 patients with traumatic intracranial haematoma admitted to a teaching hospital 11 (22%) died undiagnosed, and out of 307 such patients transferred to the West of Scotland Regional Neurosurgical Centre 111 (36%) had been deteriorating for more than 12 hours in another hospital. In two-thirds of these cases the delay was due to an erroneous diagnosis, either of cerebrovascular accident or of alcoholic intoxication. 
111	The detailed pharmacological study of 1-acetyl-4-phenylcyclohexanol (isomer with equatorial hydroxyl - M.G. 6236 - see formula) is reported. This compound was found to have progestin-like activity particularly as regards increase in carbonic anhydrase activity and increase in the proliferative activity of the mucosa of the rabbit uterus. 
112	The authors have had the opportunity to treat eight cases of lip mucocele with intralesional infiltration of Triamcinolone Acetonide (Kenacort). In three cases there was complete regression of the lesion after a variable period of time between the first and the fourth infiltration. In five cases the results were negative. The patients who reacted positively to treatment were followed-up for a year afterwards. 
113	Rifampin is a drug used in the treatment of tuberculosis. In the literature, there are reports of seven patients who became pregnant while taking a combination of rifampin and oral contraceptives. We report an eighth case involving a woman who became pregnant twice on this drug combination. 
114	An autopsied case of the Lesch-Nyhan syndrome did not indicate the specific pathological features except delayed physical development. 2. Xanthine calculi caused by allopurinol administration scattered in the kidneys, brain, thymus, and thyroid glands, but its excretion into urine was not observed during his life. 3. Activities of hypoxanthine-guanine phosphoribosyltransferase (HGPRT) in various tissues indicate complete deficiency, but HGPRT in liver was normal. 
115	Two of three patients with erythropoietic protoporphyria showed pigment deposits with typical red porphyrin fluorescence on liver biopsy specimens. Birefringence of this pigment by polarized light is due to its crystalline nature, as demonstrated by electron microscopy. There was slight portal inflammation in these cases. A liver biopsy specimen from a third patient was normal. 
116	Two patients who had received live rubella vaccine developed diffuse myelitis shortly afterwards. Neither patient fully recovered her motor function. In one patients the time between vaccination and development of neurological signs was rather too short to indicate definitely a causal relation. Nevertheless, the chronological association is suggestive, and other observations of such an association may strengthen the suspicion that rubella vaccination may occasionally cause severe neurological damage. 
117	Two patients undergoing peritoneal dialysis with permanent indwelling peritoneal catheters who developed Candida albicans peritonitis are presented. Both patients were successfully treated with low dose intravenous amphotericin B. Sequential candida precipitin assays were performed and the diagnostic application is discussed. 
118	1. Plasma cadmium and zinc were determined by atomic absorption spectrophotometry in inferior venal caval or peripheral venous blood in thrity hypertensive patients and fifteen normal subjects. 2. The mean plasma cadium in hypertensive patients was significantly higher than in normal control subjects. 3. The plasma cadmium/zinc ratio was significantly greater in hypertensive patients. 4. There was a significant positive correlation between the plasma cadmium/zinc ratio and the mean arterial blood pressure. 
119	Cholinesterase reactivators - trimedoxim, methoxim and obidoxim - injected in the dose of 20 mg/kg s.c., increase muscle glycogen concentration in normal, but not in adrenalectomized rats. This effect may be in connection with simoultaneously found rise of serum corticosteron level. Trimedoxim decreases adrenaline, methoxim and obidoxim noradrenaline concentration in adrenals. 
